dept_title,oca_title,org_cost_acct,appropriation_amt,cur_doc_no,cur_doc_no_sfx,obj_lvl_3,obj_lvl_3_title,ESRI_OID
Human Resources,Human Resources - Operations,240100,"7,820.00",BU740064,92,2503,Studies/Consultants,8301
Human Resources,Human Resources - Operations,240100,"20,000.00",BU740064,93,2505,Contractors,8302
Human Resources,Human Resources - Operations,240100,"31,040.00",BU740064,94,2599,Other professional services,8303
Human Resources,Human Resources - Operations,240100,"55,030.00",BU740064,95,2600,Data center charges,8304
Human Resources,Human Resources - Operations,240100,"1,150,911.00",BU740064,67,1100,Bi-weekly wages,8305
Human Resources,Human Resources - Operations,240100,"12,540.00",BU740064,68,1101,Longevity,8306
Human Resources,Human Resources - Operations,240100,"12,000.00",BU740064,69,1190,Accrual,8307
Human Resources,Human Resources - Operations,240100,"6,384.00",BU740064,70,1200,Part time/seasonal,8308
Human Resources,Human Resources - Operations,240100,"2,400.00",BU740064,71,1205,Auto allowance,8309
Human Resources,Human Resources - Operations,240100,600.00,BU740064,72,1208,Cellular phone allowance,8310
Human Resources,Human Resources - Operations,240100,"87,529.00",BU740064,73,1400,FICA,8311
Human Resources,Human Resources - Operations,240100,"143,104.00",BU740064,74,1401,Employee pension,8312
Human Resources,Human Resources - Operations,240100,"7,370.00",BU740064,75,1403,Workers compensation,8313
Human Resources,Human Resources - Operations,240100,"2,340.00",BU740064,76,1404,Unemployment compensation,8314
Human Resources,Human Resources - Operations,240100,"226,995.00",BU740064,77,1405,Group health insurance,8315
Human Resources,Human Resources - Operations,240100,"4,604.00",BU740064,78,1406,Group life insurance,8316
Human Resources,Human Resources - Operations,240100,"2,850.00",BU740064,79,2200,PBX - line charges,8317
Human Resources,Human Resources - Operations,240100,"4,725.00",BU740064,80,2201,PBX - instrument charges,8318
Human Resources,Human Resources - Operations,240100,300.00,BU740064,81,2203,Long distance service,8319
Human Resources,Human Resources - Operations,240100,"1,000.00",BU740064,82,2207,Postage - regular,8320
Human Resources,Human Resources - Operations,240100,40.00,BU740064,83,2211,Express mail,8321
Human Resources,Human Resources - Operations,240100,420.00,BU740064,84,2214,Air cards - mobile,8322
Human Resources,Human Resources - Operations,240100,"1,176.00",BU740064,85,2216,Voice mail,8323
Human Resources,Human Resources - Operations,240100,680.00,BU740064,86,2301,Meals and lodging allowance,8324
Human Resources,Human Resources - Operations,240100,"1,480.00",BU740064,87,2302,Out of town registration fees,8325
Non Departmental,General Fund Revenues,300004,"84,240.00",BU740086,86,7000,Drinking establishment,8326
Non Departmental,General Fund Revenues,300004,"3,500.00",BU740086,87,7002,Drinking estab - entire hotel,8327
Non Departmental,General Fund Revenues,300004,"2,750.00",BU740086,88,7003,Drinking estab - hotel caterer,8328
Non Departmental,General Fund Revenues,300004,250.00,BU740086,89,7004,Class B - private clubs,8329
Non Departmental,General Fund Revenues,300004,"3,250.00",BU740086,90,7005,Class A - Private clubs,8330
Non Departmental,General Fund Revenues,300004,"2,250.00",BU740086,91,7006,Caterer,8331
Non Departmental,General Fund Revenues,300004,"2,160.00",BU740086,92,7007,Temporary permit,8332
Non Departmental,General Fund Revenues,300004,"8,300.00",BU740086,93,7020,Retailers - cereal malt bev,8333
Non Departmental,General Fund Revenues,300004,675.00,BU740086,94,7021,Tavern - cereal malt bev,8334
Non Departmental,General Fund Revenues,300004,"14,975.00",BU740086,95,7022,Gen/restaurant - cereal malt bev,8335
Non Departmental,General Fund Revenues,300004,250.00,BU740086,96,7023,Special event - cereal malt bev,8336
Non Departmental,General Fund Revenues,300004,650.00,BU740086,97,7030,Amusement parks,8337
Non Departmental,General Fund Revenues,300004,"6,380.00",BU740086,98,7031,Amusement rides,8338
Non Departmental,General Fund Revenues,300004,"2,200.00",BU740086,99,7034,Rodeos/Petting Zoos/Animal Exhibitions,8339
Non Departmental,General Fund Revenues,300004,"-3,817,477.00",BU740059,33,1500,Planned savings,8340
Non Departmental,General Fund Revenues,300004,160.00,BU740087,1,7039,Domino table,8341
Non Departmental,General Fund Revenues,300004,"49,675.00",BU740087,2,7040,Entertainment establishment,8342
Non Departmental,General Fund Revenues,300004,"4,950.00",BU740087,3,7041,Fireworks display/aerial salutes,8343
Non Departmental,General Fund Revenues,300004,"1,050.00",BU740087,4,7044,Parade,8344
Non Departmental,General Fund Revenues,300004,262.00,BU740087,5,7047,Shooting gallery,8345
Non Departmental,General Fund Revenues,300004,700.00,BU740087,6,7048,Adult special entertainer,8346
Non Departmental,General Fund Revenues,300004,"1,400.00",BU740087,7,7049,Theatre,8347
Non Departmental,General Fund Revenues,300004,"4,345.00",BU740087,8,7059,Other amusement/recreation,8348
Non Departmental,General Fund Revenues,300004,"74,417,796.00",BU740084,88,6000,Property taxes,8349
Non Departmental,General Fund Revenues,300004,"2,100,000.00",BU740084,89,6001,Delinquent property taxes,8350
Non Departmental,General Fund Revenues,300004,"50,000.00",BU740084,90,6002,"IRBs, In-lieu-of-taxes",8351
Non Departmental,General Fund Revenues,300004,"50,000.00",BU740084,91,6003,"WHA, in-lieu-of-taxes",8352
Non Departmental,General Fund Revenues,300004,"-,673,776.00",BU740084,92,6009,Other property taxes,8353
Non Departmental,General Fund Revenues,300004,"11,677,933.00",BU740084,93,6030,Motor vehicle tax,8354
Non Departmental,General Fund Revenues,300004,"30,453,231.00",BU740084,94,6034,Local sales tax,8355
Non Departmental,General Fund Revenues,300004,"4,396,914.00",BU740084,95,6051,Water Utility,8356
Non Departmental,General Fund Revenues,300004,"2,831,191.00",BU740084,96,6052,Sewer Utility,8357
Non Departmental,General Fund Revenues,300004,"616,927.00",BU740084,97,6053,SBC/Southwestern Bell,8358
Non Departmental,General Fund Revenues,300004,"23,815,587.00",BU740084,98,6054,KGE/Westar,8359
Non Departmental,General Fund Revenues,300004,"5,587,009.00",BU740084,99,6055,Kansas Gas Service,8360
Non Departmental,General Fund Revenues,300004,"1,456,220.00",BU740084,100,6056,Aquila/Black Hills Utility,8361
Non Departmental,General Fund Revenues,300004,"3,677,560.00",BU740085,1,6057,COXCOM INC (MULTIMEDIA CABLEVISION),8362
Non Departmental,General Fund Revenues,300004,"930,569.00",BU740085,2,6060,AT&T - VIDEO SERVICES (SW BELL),8363
Non Departmental,General Fund Revenues,300004,"15,000.00",BU740085,3,6063,Birch Communications,8364
Non Departmental,General Fund Revenues,300004,"150,000.00",BU740085,4,6064,Adelphia/TelCove/Level 3,8365
Non Departmental,General Fund Revenues,300004,"83,000.00",BU740085,5,6066,Sedg Co Elec Coop Assoc,8366
Non Departmental,General Fund Revenues,300004,"46,000.00",BU740085,6,6069,MCIMetro Access / Verizon,8367
Non Departmental,General Fund Revenues,300004,"3,000.00",BU740085,7,6077,CenturyLink Communications/Qwest,8368
Non Departmental,General Fund Revenues,300004,"1,800.00",BU740085,8,6078,XO Communications,8369
Non Departmental,General Fund Revenues,300004,"7,600.00",BU740085,9,6079,Butler REC,8370
Non Departmental,General Fund Revenues,300004,280.00,BU740085,10,6080,Airespring Inc.,8371
Non Departmental,General Fund Revenues,300004,120.00,BU740085,11,6082,EarthLink Business/New Edge Network,8372
Non Departmental,General Fund Revenues,300004,109.00,BU740085,12,6083,Mitel NetSolutions,8373
Non Departmental,General Fund Revenues,300004,840.00,BU740085,13,6086,Access Point,8374
Non Departmental,General Fund Revenues,300004,"13,100.00",BU740081,42,7062,Alarm company license,8375
Non Departmental,General Fund Revenues,300004,"565,000.00",BU740081,43,7063,Alarm Revenue EDS,8376
Non Departmental,General Fund Revenues,300004,"24,590.00",BU740081,44,7091,Mobile home parks,8377
Non Departmental,General Fund Revenues,300004,150.00,BU740081,45,7094,Wells/disposal - oil and gas,8378
Non Departmental,General Fund Revenues,300004,400.00,BU740081,46,7103,Charter limousine service,8379
Non Departmental,General Fund Revenues,300004,375.00,BU740081,47,7104,Company - ambulance/medicoach,8380
Non Departmental,General Fund Revenues,300004,385.00,BU740081,48,7105,Driver/EMT - Ambulance,8381
Non Departmental,General Fund Revenues,300004,"1,545.00",BU740081,49,7107,Emergency wrecker service,8382
Non Departmental,General Fund Revenues,300004,200.00,BU740081,50,7108,Escort service,8383
Non Departmental,General Fund Revenues,300004,300.00,BU740081,51,7109,Helistop/heliport,8384
Non Departmental,General Fund Revenues,300004,600.00,BU740081,52,7110,Taxicab company,8385
Non Departmental,General Fund Revenues,300004,"1,860.00",BU740081,53,7111,Taxicab driver,8386
Non Departmental,General Fund Revenues,300004,200.00,BU740081,54,7124,Exotic Animals,8387
Non Departmental,General Fund Revenues,300004,"1,500.00",BU740081,55,7150,Auction house,8388
Non Departmental,General Fund Revenues,300004,90.00,BU740081,56,7151,Auction sale,8389
Non Departmental,General Fund Revenues,300004,"4,200.00",BU740081,57,7153,Auto wrecking,8390
Non Departmental,General Fund Revenues,300004,"16,674.00",BU740086,100,7035,Coin-operated amuse/misc dev,8391
Non Departmental,General Fund Revenues,300004,"4,763,118.00",BU740085,16,6094,Westar 1% increment,8392
Non Departmental,General Fund Revenues,300004,"7,265.00",BU740081,59,7156,Itinerant merchant,8393
Non Departmental,General Fund Revenues,300004,"25,753.00",BU740081,60,7157,Misc sale,8394
Non Departmental,General Fund Revenues,300004,"6,400.00",BU740081,61,7158,Scrap processor,8395
Non Departmental,General Fund Revenues,300004,"22,460.00",BU740081,62,7159,Secondhand dealer,8396
Non Departmental,General Fund Revenues,300004,"10,380.00",BU740081,63,7161,Street merchandise vendor,8397
Non Departmental,General Fund Revenues,300004,"1,640.00",BU740081,64,7170,Advertising - signs/bills/posters,8398
Non Departmental,General Fund Revenues,300004,175.00,BU740081,65,7171,Advertising - vehicular,8399
Non Departmental,General Fund Revenues,300004,310.00,BU740081,66,7172,Auctioneer,8400
Non Departmental,General Fund Revenues,300004,100.00,BU740081,67,7175,Clairvoyant,8401
Non Departmental,General Fund Revenues,300004,"11,000.00",BU740081,68,7180,Pawnbroker,8402
Non Departmental,General Fund Revenues,300004,"6,375.00",BU740081,69,7181,Precious metal dealer,8403
Non Departmental,General Fund Revenues,300004,"5,200.00",BU740081,70,7182,Private merchant police,8404
Non Departmental,General Fund Revenues,300004,"1,260.00",BU740081,71,7193,Charitable solicitation,8405
Non Departmental,General Fund Revenues,300004,"2,645.00",BU740081,72,7194,Right of Way ,8406
Non Departmental,General Fund Revenues,300004,"9,000.00",BU740081,73,7199,Other licenses,8407
Non Departmental,General Fund Revenues,300004,"2,082,903.00",BU740081,74,8051,Private club liquor tax,8408
Non Departmental,General Fund Revenues,300004,"12,200.00",BU740081,75,9000,Sale of services/commodities,8409
Non Departmental,General Fund Revenues,300004,80.00,BU740081,76,9005,Printed materials,8410
Non Departmental,General Fund Revenues,300004,"7,837,139.00",BU740081,77,9049,Other,8411
Non Departmental,General Fund Revenues,300004,"300,000.00",BU740081,78,9089,Other health services and sales,8412
Non Departmental,General Fund Revenues,300004,"200,000.00",BU740081,79,9250,Sale of property-Land,8413
Non Departmental,General Fund Revenues,300004,"14,425.00",BU740081,82,9602,Rent/Lease-Office space,8414
Non Departmental,General Fund Revenues,300004,"55,000.00",BU740084,3,9669,Rent - Other Bldg and Parking rent/lease,8415
Non Departmental,General Fund Revenues,300004,"1,200,000.00",BU740084,4,9701,Idle fund investments,8416
Non Departmental,General Fund Revenues,300004,"1,800.00",BU740084,5,9810,Jury duty,8417
Non Departmental,General Fund Revenues,300004,"30,000.00",BU740084,6,9811,Reimbursements,8418
Non Departmental,General Fund Revenues,300004,"577,627.00",BU740084,7,9812,Reimbursed expend-interfund & interdept,8419
Non Departmental,General Fund Revenues,300004,"2,577.00",BU740084,8,9910,Convention and Tourism,8420
Non Departmental,General Fund Revenues,300004,"12,042.00",BU740084,9,9911,Landfill,8421
Non Departmental,General Fund Revenues,300004,"275,247.00",BU740084,10,9913,Central Inspection,8422
Non Departmental,General Fund Revenues,300004,"5,810.00",BU740084,11,9914,Special Alcohol programs,8423
Non Departmental,General Fund Revenues,300004,"1,901.00",BU740084,12,9915,State Office Building,8424
Non Departmental,General Fund Revenues,300004,"22,395.00",BU740084,13,9919,Admin Fees Special Revenue Funds,8425
Non Departmental,General Fund Revenues,300004,"793,841.00",BU740084,14,9940,Water Utility,8426
Non Departmental,General Fund Revenues,300004,"305,416.00",BU740084,15,9941,Sewer Utility,8427
Non Departmental,General Fund Revenues,300004,"330,345.00",BU740084,16,9942,Wichita Transit,8428
Non Departmental,General Fund Revenues,300004,"233,287.00",BU740084,17,9943,Airport Authority,8429
Non Departmental,General Fund Revenues,300004,"196,567.00",BU740084,18,9945,Golf Course System,8430
Non Departmental,General Fund Revenues,300004,"174,300.00",BU740084,19,9946,Storm Water Utility,8431
Non Departmental,General Fund Revenues,300004,"289,588.00",BU740084,20,9950,Equipment Motor Pool,8432
Non Departmental,General Fund Revenues,300004,649.00,BU740084,21,9952,Group Life Insurance,8433
Non Departmental,General Fund Revenues,300004,"408,317.00",BU740084,22,9954,Data Processing ,8434
Non Departmental,General Fund Revenues,300004,"14,200.00",BU740084,23,9955,Self Insurance,8435
Non Departmental,General Fund Revenues,300004,"30,905.00",BU740084,24,9957,Worker's Compensation,8436
Non Departmental,General Fund Revenues,300004,"52,411.00",BU740084,25,9959,Self Insurance-group health,8437
Non Departmental,General Fund Revenues,300004,"23,669.00",BU740084,26,9960,Employees' Retirement,8438
Non Departmental,General Fund Revenues,300004,"23,669.00",BU740084,27,9961,Police & Fire Retirement,8439
Non Departmental,General Fund Revenues,300004,"97,522.00",BU740084,28,9963,Economic Development,8440
Non Departmental,General Fund Revenues,300004,"197,175.00",BU740084,29,9970,Federal/State budgets,8441
Non Departmental,General Fund Revenues,300004,"211,519.00",BU740084,30,9971,Wichita Housing Authority,8442
Non Departmental,General Fund Revenues,300004,"11,219.00",BU740084,31,9972,Tax Increment Financing Funds (TIF),8443
Non Departmental,General Fund Revenues,300004,"5,000,750.00",BU740001,10,9800,Interfund transfers,8444
Non Departmental,General Fund Revenues,300004,720.00,BU740081,58,7154,Bus. term./stock liquidation,8445
Non Departmental,Tourism & Convention revenues,300046,"7,167,201.00",BU740084,32,6033,Transient guest tax,8446
Department of Finance,Debt Service Fund,300095,"27,944,551.00",BU740001,4,9800,Interfund transfers,8447
Department of Finance,Debt Service Fund,300095,"35,043,003.00",BU740048,87,5200,Principal - G.O.,8448
Department of Finance,Debt Service Fund,300095,"21,182,574.00",BU740048,88,5201,Principal - S.A.,8449
Department of Finance,Debt Service Fund,300095,"10,015,665.00",BU740048,89,5203,Interest - G.O.,8450
Department of Finance,Debt Service Fund,300095,"7,333,854.00",BU740048,90,5204,Interest - S.A.,8451
Department of Finance,Debt Service Fund,300095,"813,379.00",BU740048,91,5206,Bond insurance expenditures,8452
Department of Finance,Debt Service Fund,300095,"22,000,000.00",BU740048,92,5208,Interest - temporary notes payment,8453
Department of Finance,Debt Service Fund,300095,"400,000.00",BU740086,20,6034,Local sales tax,8454
