OBJECTID,fund,fund_title,cur_doc_no,cur_doc_no_sfx,dept,dept_title,obj_lvl_1,obj_lvl_1_title,obj_lvl_2,obj_lvl_2_title,obj_lvl_3,obj_lvl_3_title,org_cost_acct,oca_title,appropriation_amt
3977,540,WATER UTILITY FUND,BU740027,69,18,Public Works & Utilities,5,Other expenditures,520,Debt service,5205,Interest - Revenue bonds,183004,WATER ADMINISTRATION,9140107
3978,540,WATER UTILITY FUND,BU740027,70,18,Public Works & Utilities,5,Other expenditures,520,Debt service,5206,Bond insurance expenditures,183004,WATER ADMINISTRATION,1800000
3979,540,WATER UTILITY FUND,BU740027,71,18,Public Works & Utilities,5,Other expenditures,520,Debt service,5211,Bond amortization cost,183004,WATER ADMINISTRATION,-1750000
3980,540,WATER UTILITY FUND,BU740027,72,18,Public Works & Utilities,5,Other expenditures,520,Debt service,5215,Other debt service cost,183004,WATER ADMINISTRATION,7976417
3981,540,WATER UTILITY FUND,BU740027,73,18,Public Works & Utilities,5,Other expenditures,520,Debt service,5216,Interest - Deferred refunding rev bonds,183004,WATER ADMINISTRATION,350000
3982,540,WATER UTILITY FUND,BU740027,74,18,Public Works & Utilities,5,Other expenditures,520,Debt service,5219,Bond Series COI,183004,WATER ADMINISTRATION,100000
3983,540,WATER UTILITY FUND,BU740027,75,18,Public Works & Utilities,5,Other expenditures,530,Other non-operating expenditures,5300,Contingency,183004,WATER ADMINISTRATION,2000000
3984,540,WATER UTILITY FUND,BU740027,76,18,Public Works & Utilities,5,Other expenditures,530,Other non-operating expenditures,5307,Franchise taxes,183004,WATER ADMINISTRATION,4396914
3985,540,WATER UTILITY FUND,BU740027,77,18,Public Works & Utilities,5,Other expenditures,530,Other non-operating expenditures,5351,Interest expense - customer deposits,183004,WATER ADMINISTRATION,35000
3986,540,WATER UTILITY FUND,BU740027,78,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,183012,SYSTEM PLANNING,830375
3987,540,WATER UTILITY FUND,BU740027,79,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1101,Longevity,183012,SYSTEM PLANNING,20280
3988,540,WATER UTILITY FUND,BU740027,80,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1180,Reimb Water/Sewer by Sewer/SWU,183012,SYSTEM PLANNING,-758713
3989,540,WATER UTILITY FUND,BU740027,81,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1190,Accrual,183012,SYSTEM PLANNING,4273
3990,540,WATER UTILITY FUND,BU740027,82,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1199,Other,183012,SYSTEM PLANNING,1986
3991,540,WATER UTILITY FUND,BU740027,83,18,Public Works & Utilities,1,Personnel services,120,Special salaries,1200,Part time/seasonal,183012,SYSTEM PLANNING,17500
3992,540,WATER UTILITY FUND,BU740027,84,18,Public Works & Utilities,1,Personnel services,120,Special salaries,1204,Clothing allowance,183012,SYSTEM PLANNING,1350
3993,540,WATER UTILITY FUND,BU740027,85,18,Public Works & Utilities,1,Personnel services,120,Special salaries,1205,Auto allowance,183012,SYSTEM PLANNING,2400
3994,540,WATER UTILITY FUND,BU740027,86,18,Public Works & Utilities,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,183012,SYSTEM PLANNING,4800
3995,540,WATER UTILITY FUND,BU740027,87,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1400,FICA,183012,SYSTEM PLANNING,65075
3996,540,WATER UTILITY FUND,BU740027,88,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1401,Employee pension,183012,SYSTEM PLANNING,104631
3997,540,WATER UTILITY FUND,BU740027,89,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1403,Workers compensation,183012,SYSTEM PLANNING,26370
3998,540,WATER UTILITY FUND,BU740027,90,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,183012,SYSTEM PLANNING,1701
3999,540,WATER UTILITY FUND,BU740027,91,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1405,Group health insurance,183012,SYSTEM PLANNING,167899
4000,540,WATER UTILITY FUND,BU740027,92,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1406,Group life insurance,183012,SYSTEM PLANNING,3322
1,515,Golf Course System Fund,BU740056,47,21,Golf Course System,1,Personnel services,120,Special salaries,1200,Part time/seasonal,210501,Sim Park Clubhouse,70000
2,515,Golf Course System Fund,BU740056,48,21,Golf Course System,1,Personnel services,140,Employee benefits,1400,FICA,210501,Sim Park Clubhouse,12902
3,515,Golf Course System Fund,BU740056,49,21,Golf Course System,1,Personnel services,140,Employee benefits,1401,Employee pension,210501,Sim Park Clubhouse,12135
4,515,Golf Course System Fund,BU740056,50,21,Golf Course System,1,Personnel services,140,Employee benefits,1403,Workers compensation,210501,Sim Park Clubhouse,3052
5,515,Golf Course System Fund,BU740056,51,21,Golf Course System,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,210501,Sim Park Clubhouse,337
6,515,Golf Course System Fund,BU740056,52,21,Golf Course System,1,Personnel services,140,Employee benefits,1405,Group health insurance,210501,Sim Park Clubhouse,16247
7,515,Golf Course System Fund,BU740056,53,21,Golf Course System,1,Personnel services,140,Employee benefits,1406,Group life insurance,210501,Sim Park Clubhouse,395
8,515,Golf Course System Fund,BU740056,54,21,Golf Course System,2,Contractual services,210,Utilities,2107,Trash service,210501,Sim Park Clubhouse,1176
9,515,Golf Course System Fund,BU740056,55,21,Golf Course System,2,Contractual services,220,Communications,2212,CATV (Cable),210501,Sim Park Clubhouse,1390
10,515,Golf Course System Fund,BU740056,56,21,Golf Course System,2,Contractual services,220,Communications,2215,Plexar,210501,Sim Park Clubhouse,744
11,515,Golf Course System Fund,BU740056,57,21,Golf Course System,2,Contractual services,240,Insurance,2400,Building and contents insurance,210501,Sim Park Clubhouse,1826
12,515,Golf Course System Fund,BU740056,58,21,Golf Course System,2,Contractual services,250,Professional services,2500,Certification fees,210501,Sim Park Clubhouse,2250
13,515,Golf Course System Fund,BU740056,59,21,Golf Course System,2,Contractual services,260,Data processing,2600,Data center charges,210501,Sim Park Clubhouse,4559
14,515,Golf Course System Fund,BU740056,60,21,Golf Course System,2,Contractual services,270,Equipment charges,2702,Lease/rent equipment,210501,Sim Park Clubhouse,2250
15,515,Golf Course System Fund,BU740056,61,21,Golf Course System,2,Contractual services,280,Buildings and grounds charges,2803,Maintenance - buildings,210501,Sim Park Clubhouse,5000
16,515,Golf Course System Fund,BU740056,62,21,Golf Course System,2,Contractual services,290,Other contractuals,2906,Membership dues,210501,Sim Park Clubhouse,380
17,515,Golf Course System Fund,BU740056,63,21,Golf Course System,3,Materials and supplies,320,Clothing and towels,3200,Clothing and towels,210501,Sim Park Clubhouse,129
18,515,Golf Course System Fund,BU740056,64,21,Golf Course System,3,Materials and supplies,340,Equipment parts,3400,Equipment parts and supplies,210501,Sim Park Clubhouse,9000
19,515,Golf Course System Fund,BU740056,65,21,Golf Course System,3,Materials and supplies,340,Equipment parts,3421,Tires,210501,Sim Park Clubhouse,1410
20,515,Golf Course System Fund,BU740056,66,21,Golf Course System,3,Materials and supplies,390,Other commodities,3901,Custodial supplies,210501,Sim Park Clubhouse,500
21,515,Golf Course System Fund,BU740056,67,21,Golf Course System,5,Other expenditures,540,Inventory,5400,Inventory for resale,210501,Sim Park Clubhouse,19091
22,515,Golf Course System Fund,BU740056,68,21,Golf Course System,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,210600,Golf Administration,136050
23,515,Golf Course System Fund,BU740056,69,21,Golf Course System,1,Personnel services,110,Regular salaries,1101,Longevity,210600,Golf Administration,900
24,515,Golf Course System Fund,BU740056,70,21,Golf Course System,1,Personnel services,110,Regular salaries,1190,Accrual,210600,Golf Administration,1449
25,515,Golf Course System Fund,BU740056,71,21,Golf Course System,1,Personnel services,120,Special salaries,1200,Part time/seasonal,210600,Golf Administration,3000
26,515,Golf Course System Fund,BU740056,72,21,Golf Course System,1,Personnel services,120,Special salaries,1205,Auto allowance,210600,Golf Administration,2400
27,515,Golf Course System Fund,BU740056,73,21,Golf Course System,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,210600,Golf Administration,600
28,515,Golf Course System Fund,BU740056,74,21,Golf Course System,1,Personnel services,140,Employee benefits,1400,FICA,210600,Golf Administration,10706
29,100,General Fund,BU740056,75,8,Police Department,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,83501,Professional Standards,570754
30,100,General Fund,BU740056,76,8,Police Department,1,Personnel services,110,Regular salaries,1101,Longevity,83501,Professional Standards,20340
31,100,General Fund,BU740056,77,8,Police Department,1,Personnel services,110,Regular salaries,1102,Education pay,83501,Professional Standards,7218
32,100,General Fund,BU740056,78,8,Police Department,1,Personnel services,110,Regular salaries,1190,Accrual,83501,Professional Standards,5095
33,100,General Fund,BU740056,79,8,Police Department,1,Personnel services,120,Special salaries,1204,Clothing allowance,83501,Professional Standards,3500
34,100,General Fund,BU740056,80,8,Police Department,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,83501,Professional Standards,1200
35,100,General Fund,BU740056,81,8,Police Department,1,Personnel services,140,Employee benefits,1400,FICA,83501,Professional Standards,11432
36,100,General Fund,BU740056,82,8,Police Department,1,Personnel services,140,Employee benefits,1401,Employee pension,83501,Professional Standards,5622
37,100,General Fund,BU740056,83,8,Police Department,1,Personnel services,140,Employee benefits,1402,Police and fire pension,83501,Professional Standards,104877
38,100,General Fund,BU740056,84,8,Police Department,1,Personnel services,140,Employee benefits,1403,Workers compensation,83501,Professional Standards,9599
39,100,General Fund,BU740056,85,8,Police Department,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,83501,Professional Standards,1186
40,100,General Fund,BU740056,86,8,Police Department,1,Personnel services,140,Employee benefits,1405,Group health insurance,83501,Professional Standards,129975
41,100,General Fund,BU740056,87,8,Police Department,1,Personnel services,140,Employee benefits,1406,Group life insurance,83501,Professional Standards,2283
42,100,General Fund,BU740056,88,8,Police Department,2,Contractual services,220,Communications,2200,PBX - line charges,83501,Professional Standards,1368
43,100,General Fund,BU740056,89,8,Police Department,2,Contractual services,220,Communications,2201,PBX - instrument charges,83501,Professional Standards,3150
44,100,General Fund,BU740056,90,8,Police Department,2,Contractual services,220,Communications,2203,Long distance service,83501,Professional Standards,100
45,100,General Fund,BU740056,91,8,Police Department,2,Contractual services,220,Communications,2207,Postage - regular,83501,Professional Standards,1000
46,100,General Fund,BU740056,92,8,Police Department,2,Contractual services,220,Communications,2216,Voice mail,83501,Professional Standards,84
47,100,General Fund,BU740056,93,8,Police Department,2,Contractual services,240,Insurance,2401,Vehicle liability,83501,Professional Standards,2010
48,100,General Fund,BU740056,94,8,Police Department,2,Contractual services,250,Professional services,2599,Other professional services,83501,Professional Standards,2000
49,100,General Fund,BU740056,95,8,Police Department,2,Contractual services,260,Data processing,2600,Data center charges,83501,Professional Standards,20133
50,100,General Fund,BU740056,96,8,Police Department,2,Contractual services,260,Data processing,2601,Maintenance - data equipment,83501,Professional Standards,3900
51,100,General Fund,BU740056,97,8,Police Department,2,Contractual services,270,Equipment charges,2700,Motor pool - scheduled charges,83501,Professional Standards,20160
52,100,General Fund,BU740056,98,8,Police Department,2,Contractual services,270,Equipment charges,2705,Outside services,83501,Professional Standards,300
53,100,General Fund,BU740056,99,8,Police Department,2,Contractual services,270,Equipment charges,2799,Other equipment charges,83501,Professional Standards,480
54,100,General Fund,BU740056,100,8,Police Department,2,Contractual services,290,Other contractuals,2904,Codes and manuals,83501,Professional Standards,2000
55,100,General Fund,BU740057,1,8,Police Department,2,Contractual services,290,Other contractuals,2917,Printing and copying,83501,Professional Standards,1600
56,100,General Fund,BU740057,2,8,Police Department,2,Contractual services,290,Other contractuals,2999,Other contractuals,83501,Professional Standards,7140
57,100,General Fund,BU740057,3,8,Police Department,3,Materials and supplies,310,Office supplies,3103,Office supplies,83501,Professional Standards,1500
58,100,General Fund,BU740057,4,8,Police Department,3,Materials and supplies,340,Equipment parts,3405,Fuel,83501,Professional Standards,3230
59,100,General Fund,BU740057,5,8,Police Department,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3812,"Communication equipment < $5,000 each",83501,Professional Standards,450
60,100,General Fund,BU740057,6,8,Police Department,3,Materials and supplies,390,Other commodities,3999,Other commodities,83501,Professional Standards,100
61,100,General Fund,BU740057,7,8,Police Department,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,83600,Training,913069
62,100,General Fund,BU740057,8,8,Police Department,1,Personnel services,110,Regular salaries,1101,Longevity,83600,Training,34692
63,100,General Fund,BU740057,9,8,Police Department,1,Personnel services,110,Regular salaries,1102,Education pay,83600,Training,9000
64,100,General Fund,BU740057,10,8,Police Department,1,Personnel services,110,Regular salaries,1105,Hazard duty pay,83600,Training,2000
65,100,General Fund,BU740057,11,8,Police Department,1,Personnel services,110,Regular salaries,1190,Accrual,83600,Training,3967
66,100,General Fund,BU740057,12,8,Police Department,1,Personnel services,120,Special salaries,1204,Clothing allowance,83600,Training,3600
